rms_ch_0,rms_ch_1,rms_ch_2,rms_ch_3,rms_ch_4,rms_ch_5,rms_ch_6,rms_ch_7,rms_ch_8,rms_ch_9,rms_ch_10,rms_ch_11,rms_ch_12,rms_ch_13,rms_ch_14,rms_ch_15,gesture
2.228228,1.5149257,1.5508063,1.3619839,1.2708265,1.294218,1.5937377,8.021845,1.3322912,1.4662879,1.4456832,1.396424,1.2629331,1.3820275,1.8601075,2.6410224,REST
2.1412613,1.5066519,1.6031219,1.4525839,1.3114877,1.3095801,1.6522712,7.8790865,1.3674794,1.4949917,1.4265343,1.3490738,1.2144958,1.4474115,1.8533753,2.6438608,REST
2.0712316,1.5443445,1.6248077,1.471394,1.3000001,1.3133925,1.6477257,7.536577,1.3874437,1.5182227,1.4089003,1.3619839,1.3000001,1.405347,1.7578396,2.4979992,REST
2.059126,1.5132746,1.6248077,1.5,1.3038405,1.2469964,1.6109004,7.1895757,1.459452,1.4866068,1.4404861,1.3693064,1.317194,1.371131,1.6926311,2.3366642,REST
2.0062404,1.5475787,1.5921683,1.4525839,1.260952,1.2922847,1.4949917,6.685806,1.4882876,1.4335271,1.4577379,1.419507,1.3304135,1.4,1.6278821,2.148255,REST
2.0603397,1.566844,1.5280707,1.352775,1.1789826,1.2786711,1.4456832,6.407418,1.4679918,1.4781746,1.4849242,1.4071248,1.3802173,1.3982131,1.5748016,2.018663,REST
1.9455076,1.5459626,1.5427248,1.317194,1.1937336,1.2903488,1.421267,5.9118524,1.423025,1.4679918,1.4899665,1.396424,1.4,1.4247807,1.6155494,1.8069311,REST
1.8907671,1.5329709,1.4508618,1.2489996,1.1467345,1.2884098,1.43527,5.8296657,1.3910427,1.4662879,1.4815532,1.3892444,1.3747727,1.473092,1.6077936,1.5953057,REST
14.620192,4.4362144,2.9866369,2.78478,1.5182227,1.3472193,1.5443445,6.0745373,9.483933,2.3,3.7409892,2.1330729,1.5588458,1.4781746,1.977372,6.7561083,REST
12.600199,3.992493,2.2271059,1.8138357,1.356466,1.2409674,1.4335271,4.7259917,8.178936,2.0310097,2.791057,1.8934096,1.4611639,1.3583078,1.6355428,6.077006,REST
11.360018,3.6803532,2.1377559,1.7902514,1.3546218,1.2349089,1.4282857,4.4300113,7.7932663,1.8574176,2.462722,1.7734147,1.4,1.328533,1.6718254,6.0270224,REST
10.601887,3.6304271,2.0844662,1.7635192,1.3379087,1.2549901,1.3910427,4.13884,7.3769913,1.8248287,2.293469,1.7846568,1.4071248,1.3946326,1.7,5.6391487,REST
10.619793,3.8105118,1.9937402,1.6643317,1.3784049,1.2786711,1.4017845,4.1755238,6.461037,1.8452642,2.144761,1.6217275,1.4832398,1.3820275,1.7464249,5.3361974,REST
9.714937,3.6448593,1.9748418,1.6507574,1.4035668,1.3000001,1.4071248,4.392607,6.9,1.9248376,2.1610184,1.6926311,1.4764823,1.4177446,1.8721646,5.6404786,REST
9.402127,3.614554,1.9595917,1.6309507,1.421267,1.3379087,1.4404861,4.4,6.4683847,1.9748418,2.2056744,1.7117243,1.4798648,1.459452,1.8411953,5.2292447,REST
9.144398,3.6345563,2.0037465,1.6124516,1.43527,1.3247641,1.4832398,4.2760963,7.028869,2.0037465,2.2371857,1.6628289,1.4560219,1.419507,1.8193405,5.288194,REST
8.5144,3.56581,1.9899749,1.5905974,1.3820275,1.3472193,1.4611639,4.2237425,7.557116,1.9710404,2.1494186,1.6896745,1.336039,1.4696939,1.7635192,5.3065996,REST
8.569422,3.5078485,2.0724382,1.5132746,1.4017845,1.328533,1.473092,4.135215,7.871785,1.9196354,2.019901,1.6201851,1.3416407,1.4525839,1.7058722,5.1132183,REST
8.680726,3.2395988,2.0037465,1.4628739,1.339776,1.2144958,1.4124447,4.181507,7.6259427,1.8627936,1.9144189,1.6324828,1.37659,1.421267,1.6658331,5.1224995,REST
8.333366,2.9546573,1.9824228,1.473092,1.4035668,1.17047,1.3509257,4.5656323,7.2856026,1.882817,2.007486,1.6109004,1.3982131,1.4142135,1.6492423,4.6893497,REST
9.06973,2.9248931,2.0099752,1.4696939,1.4747881,1.1401755,1.3946326,4.709034,7.5591006,1.8748333,2.0062404,1.5779734,1.3784049,1.3874437,1.6537836,4.6936126,REST
9.1536875,3.0626786,2.0024984,1.4849242,1.4662879,1.2144958,1.4422204,5.157519,7.4629083,1.9,2.1805964,1.7277153,1.3546218,1.356466,1.6294171,4.9839745,REST
8.966326,3.0983868,2.0223749,1.5149257,1.4611639,1.3076696,1.454304,5.408789,8.5399065,1.9697716,2.2847319,1.7492856,1.3674794,1.3322912,1.6522712,5.0778933,REST
9.247432,3.1583223,2.0892582,1.5716233,1.430035,1.3638182,1.4849242,5.264504,8.614523,2.0310097,2.3366642,1.7986106,1.3619839,1.3693064,1.6792855,5.392124,REST
9.973214,3.275668,2.013703,1.596872,1.4159802,1.317194,1.3982131,5.181699,8.073413,2.0310097,2.3937418,1.9065676,1.4035668,1.3601471,1.6492423,5.249762,REST
4.2308393,6.1656303,3.4197953,3.104835,1.7233688,1.7705932,1.4983324,4.6738634,2.5268557,3.3852623,2.1540658,3.012474,1.4247807,1.8411953,1.6643317,2.2034066,REST
3.1859064,2.1389248,2.0964255,2.1023796,1.4370108,1.36565,1.328533,3.3845236,1.6431677,1.5795568,1.8627936,1.6792855,1.3838352,1.3038405,1.5016658,1.9493588,REST
2.6057627,1.861451,1.8654758,1.852026,1.419507,1.2845232,1.2429802,1.7248188,1.6031219,1.4983324,1.7860571,1.6170962,1.4317821,1.294218,1.405347,1.811077,REST
2.3759208,1.8027756,1.762101,1.7832555,1.3583078,1.2328827,1.2529964,1.5378556,1.4832398,1.5297059,1.6748134,1.5264337,1.4491377,1.3619839,1.4089003,1.7464249,REST
2.1224985,1.6822604,1.7535678,1.67332,1.2980754,1.1895378,1.2549901,1.5763882,1.5459626,1.6015618,1.7592613,1.5280707,1.4456832,1.3693064,1.3874437,1.8165902,REST
1.977372,1.6507574,1.7277153,1.6062378,1.2688577,1.1853269,1.2549901,1.5858752,1.454304,1.6031219,1.7492856,1.5475787,1.4439529,1.3856406,1.3802173,1.6537836,REST
1.9013153,1.5716233,1.7578396,1.5779734,1.24499,1.1979148,1.2409674,1.5779734,1.4798648,1.5763882,1.7916473,1.6232682,1.4387494,1.36565,1.4317821,1.7888544,REST
1.8096961,1.5984367,1.7102631,1.5394804,1.2489996,1.2469964,1.2529964,1.5411035,1.4764823,1.5427248,1.8083141,1.6,1.4089003,1.3379087,1.4,1.7832555,REST
1.8881208,1.6970563,1.7392527,1.5937377,1.2708265,1.2529964,1.2308533,1.4899665,1.4387494,1.524795,1.7790446,1.5716233,1.4282857,1.352775,1.419507,1.6552945,REST
1.8986838,1.7088008,1.7564168,1.5842979,1.2825755,1.2569805,1.2349089,1.4387494,1.5280707,1.5182227,1.7578396,1.5700318,1.3784049,1.3190906,1.4560219,1.6401219,REST
2.0542638,1.7349352,1.7277153,1.5313393,1.3038405,1.24499,1.2206556,1.4781746,1.5116217,1.5198684,1.7392527,1.4645818,1.3874437,1.3038405,1.4335271,1.5874507,REST
2.0832667,1.7146429,1.8439089,1.5182227,1.3416407,1.2629331,1.2429802,1.56205,1.5378556,1.4679918,1.7507142,1.5083103,1.3802173,1.356466,1.454304,1.6031219,REST
2.046949,1.6867127,1.8261982,1.5362291,1.317194,1.328533,1.266886,1.5984367,1.5264337,1.4611639,1.7776389,1.555635,1.3982131,1.352775,1.4317821,1.6370705,REST
2.1494186,1.7291616,1.8668154,1.5858752,1.336039,1.2688577,1.2589679,1.6093477,1.5427248,1.459452,1.8601075,1.5427248,1.4106736,1.3856406,1.423025,1.6248077,REST
2.1095023,1.7663522,1.933908,1.6416456,1.3674794,1.3114877,1.2727922,1.6201851,1.5116217,1.5763882,1.8384776,1.5700318,1.3982131,1.4628739,1.43527,1.5459626,REST
2.1342444,1.7291616,1.9723083,1.668832,1.352775,1.3076696,1.2569805,1.6507574,1.4747881,1.6015618,1.8234583,1.5763882,1.4089003,1.4142135,1.4124447,1.5313393,REST
2.2315915,1.6822604,2.007486,1.5652477,1.3802173,1.2062339,1.2825755,1.596872,1.4628739,1.5716233,1.7606816,1.5491934,1.3490738,1.405347,1.4645818,1.5890249,REST
27.66487,27.813486,20.987019,6.3265314,4.4654226,6.6910386,11.529527,14.380021,29.904514,41.880665,18.878294,7.0010715,3.8948684,6.4505816,9.7419195,14.920456,INDEX FLEXION
29.910868,25.859331,30.660234,7.448154,4.905609,11.265878,14.043325,30.503525,28.707752,46.15295,34.379864,12.384668,8.314746,14.148145,13.545479,18.000694,INDEX FLEXION
27.061043,24.288887,38.333927,9.645724,5.222069,14.650598,15.618579,41.4373,25.380602,44.234432,42.291252,15.601282,9.834887,18.128431,15.437454,19.563614,INDEX FLEXION
25.234896,22.902946,42.696426,10.775435,5.748478,17.045673,17.641571,47.668175,22.112326,47.693344,49.402378,17.226143,11.634646,20.553589,19.102488,21.843306,INDEX FLEXION
20.933346,21.405022,46.472897,11.06639,5.600446,17.352089,17.048168,49.652645,13.387494,47.94883,52.586548,17.952158,12.488194,22.061958,19.959333,21.7228,INDEX FLEXION
17.756548,19.065939,47.634705,11.784524,5.1797686,16.94137,14.29283,45.094677,9.654274,43.742027,49.70714,17.050806,11.222967,20.583246,18.881075,20.785452,INDEX FLEXION
17.90419,20.104477,44.135586,10.835128,5.2067266,15.188647,12.883904,38.283024,10.1779175,42.36803,46.030262,15.039615,11.324752,18.55155,16.72259,19.160376,INDEX FLEXION
16.697454,21.847998,40.010185,9.928998,4.7780747,12.635466,10.083898,30.0631,12.272734,37.720486,37.87024,13.078417,9.6117115,15.855125,12.345445,15.050249,INDEX FLEXION
11.274307,8.577879,3.3015149,2.5700195,2.0530465,1.6837459,1.8920888,8.003749,2.2825425,2.5089839,2.1610184,1.951922,1.5411035,1.3820275,2.0112185,3.6090164,REST
11.416217,3.2817678,2.7230496,1.9078784,1.5491934,1.4317821,2.0506096,8.815611,1.6852299,1.805547,1.9455076,1.8411953,1.4815532,1.3453624,1.8275666,3.258067,REST
11.517813,2.7522717,2.5534291,1.8934096,1.5588458,1.3619839,2.013703,8.423776,1.668832,1.7464249,1.8654758,1.6881943,1.4247807,1.3638182,1.767767,2.6105554,REST
10.739879,2.5622256,2.4197106,1.8841443,1.5572411,1.3038405,1.8234583,8.386894,1.6093477,1.7478559,1.7606816,1.6673332,1.3892444,1.405347,1.7592613,2.3462737,REST
10.293445,2.6944387,2.513961,1.9313208,1.5264337,1.3190906,1.812457,7.829751,1.5953057,1.776232,1.7916473,1.668832,1.421267,1.4177446,1.7902514,2.2627416,REST
9.743716,2.4758837,2.228228,1.811077,1.4474115,1.286468,1.6807736,7.0132017,1.6232682,1.7649362,1.7776389,1.7549928,1.3416407,1.36565,1.767767,2.266054,REST
7.83422,2.3989582,2.0988092,1.7635192,1.3322912,1.24499,1.6703293,7.017834,1.5779734,1.6628289,1.6477257,1.7233688,1.36565,1.371131,1.7421252,2.0976176,REST
7.7019477,2.5436194,2.2135944,1.7521415,1.2961481,1.2569805,1.6658331,6.535671,1.5795568,1.6062378,1.668832,1.6970563,1.3490738,1.356466,1.6881943,2.0530465,REST
6.975672,2.3065126,2.0760539,1.7,1.2786711,1.2845232,1.6370705,6.4683847,1.5779734,1.5748016,1.6340135,1.6926311,1.3190906,1.371131,1.6248077,1.9924859,REST
6.3710284,2.252776,2.0236106,1.7492856,1.3095801,1.3019217,1.5984367,5.7258186,1.5508063,1.5858752,1.5524175,1.6507574,1.421267,1.4106736,1.5921683,1.8289341,REST
6.2769423,2.3611438,2.02608,1.7277153,1.3928388,1.4,1.5984367,5.6951737,1.5231546,1.6109004,1.6807736,1.7277153,1.4387494,1.4035668,1.5842979,1.9949937,REST
6.578374,2.3780243,2.0542638,1.7449929,1.430035,1.4124447,1.6186414,5.827092,1.554027,1.6522712,1.6658331,1.6763054,1.4491377,1.4071248,1.6462078,1.9937402,REST
6.917008,2.3334525,1.9836835,1.668832,1.430035,1.372953,2.349468,6.0137343,1.6232682,1.6155494,1.6217275,1.6955825,1.4764823,1.37659,1.6416456,2.1424286,REST
7.2931476,2.4586582,2.0712316,1.6340135,1.4247807,1.36565,2.7559028,6.615512,1.6658331,1.6522712,1.6658331,1.7,1.4525839,1.3820275,1.6492423,2.2135944,REST
7.250862,2.403123,2.0603397,1.6628289,1.3910427,1.3095801,2.74135,6.3580656,1.6552945,1.67332,1.6446884,1.6309507,1.419507,1.4106736,1.6763054,2.2192342,REST
7.2587876,2.3420076,2.013703,1.6568041,1.396424,1.3509257,2.7748873,6.6257076,1.9987496,1.6583124,1.6568041,1.6355428,1.4317821,1.356466,1.6294171,2.2989128,REST
7.2041655,2.3184047,2.0554805,1.7073371,1.4142135,1.3546218,2.194311,6.5802736,1.9170289,1.6568041,1.6763054,1.6109004,1.37659,1.4071248,1.6613247,2.281447,REST
7.0142713,2.3748684,2.0615528,1.7507142,1.4265343,1.3546218,1.7888544,6.4494185,1.8384776,1.67332,1.7102631,1.6124516,1.3472193,1.3856406,1.7492856,2.3259406,REST
6.9974995,2.2748628,2.1035686,1.7102631,1.4,1.3416407,1.781853,6.3843555,1.8289341,1.6340135,1.7014699,1.6385969,1.3838352,1.372953,1.7175565,2.2248595,REST
35.118797,27.03396,15.383107,4.832184,4.3817806,20.362465,13.535509,24.442074,27.786238,30.202484,15.682634,6.350984,6.740178,18.526197,12.549303,16.1428,MIDDLE FLEXION
34.978706,21.975782,20.96664,6.2197266,4.8989797,25.649366,14.035313,34.010586,26.346157,24.821764,23.391558,8.336066,9.010827,22.57399,15.452023,18.59422,MIDDLE FLEXION
31.467285,22.30426,28.402113,6.8574777,5.230201,28.583563,15.85891,40.372143,24.704351,22.545067,30.355724,9.8577385,11.526274,24.273443,19.089132,21.082813,MIDDLE FLEXION
32.104515,22.69306,32.73492,7.28011,5.450688,28.431145,15.398214,42.452915,23.87729,24.303293,34.964054,10.709808,14.536162,24.036951,21.124866,21.519293,MIDDLE FLEXION
28.776814,20.862886,36.076378,7.5156503,5.992495,29.355835,15.180415,42.708256,21.731428,26.148996,35.972004,10.467808,18.072216,21.021774,20.916023,22.542627,MIDDLE FLEXION
29.055635,20.063648,37.783592,7.0572658,5.649779,29.007845,15.184696,39.490696,20.974152,26.756588,36.372105,10.179391,19.397293,20.984161,21.061695,21.438866,MIDDLE FLEXION
28.2886,16.618664,34.62333,7.3413215,5.613822,30.252522,14.595376,35.594032,18.57606,25.714294,35.117447,9.423905,20.26154,21.114569,19.15594,20.49012,MIDDLE FLEXION
24.669516,15.320249,31.927105,6.9731627,5.74108,27.757792,12.651482,30.209352,18.520933,22.59458,32.127014,10.339971,21.095142,21.04709,16.800447,19.358976,MIDDLE FLEXION
23.513826,12.893797,26.011536,6.5038447,5.083306,22.736425,10.23621,24.24335,21.953587,19.446207,30.063517,9.944094,17.501429,18.68395,14.199823,16.804316,MIDDLE FLEXION
20.45434,16.06378,17.89986,6.0365553,4.9365983,17.0401,7.6032887,16.847998,22.275211,21.941172,23.613237,9.079923,14.864219,13.182374,8.757568,14.515854,MIDDLE FLEXION
14.852946,18.371445,9.275236,4.1719303,3.379349,2.8574464,3.345893,5.2440443,14.604794,31.2578,12.86876,4.658326,2.2181072,2.258318,3.243455,8.499118,RING FLEXION
18.449797,19.084024,13.466254,4.4328322,3.51639,4.3145103,3.9477842,7.390873,16.737982,32.47037,18.09102,6.142475,2.9639502,3.7815342,3.3970575,10.818041,RING FLEXION
22.160664,18.654758,23.920074,5.8245173,3.9389086,6.7734776,6.4876804,17.033644,17.9074,30.641802,28.907352,8.666891,4.2953463,8.60465,6.884766,12.428798,RING FLEXION
25.625866,17.576975,35.18302,7.735632,4.398295,10.641193,8.068148,24.94073,18.507027,28.67464,38.009014,11.281622,7.0692997,10.720308,11.263214,14.43139,RING FLEXION
27.767157,18.701336,42.999187,9.851396,4.9789557,16.120949,9.726768,30.155182,18.6636,27.457968,45.919605,13.099046,8.788344,12.92807,12.888561,17.55762,RING FLEXION
28.32543,17.23862,48.345943,10.473538,5.0224495,19.526264,10.625676,33.998898,18.77525,26.146318,48.94977,14.117365,12.080356,14.743643,13.903237,18.326893,RING FLEXION
27.903404,15.466415,50.98235,10.667474,4.952777,23.115038,10.266207,33.26312,18.66869,24.126955,49.228447,14.214077,14.170921,14.554209,13.9264145,19.090574,RING FLEXION
27.571634,15.520793,48.196213,10.111628,4.971921,24.45547,10.275213,30.6387,19.516659,24.077065,46.8504,13.411189,18.499054,15.320249,12.474574,18.223885,RING FLEXION
26.459402,14.802872,45.530098,8.599128,4.7481575,22.501667,9.74782,27.830738,19.205208,22.602213,43.585033,12.513792,22.078382,14.884724,12.254387,16.495152,RING FLEXION
25.2915,15.716711,42.52029,8.342361,7.672027,22.498777,9.6262665,24.390879,19.490639,20.441502,40.94319,13.110873,27.449772,13.643863,11.513905,15.761345,RING FLEXION
28.011784,20.585554,34.408646,7.441438,9.528641,19.7279,9.111806,20.509754,22.21306,25.583881,34.599495,11.936499,27.019253,12.044708,10.652699,15.471748,RING FLEXION
26.196661,22.711891,28.158834,6.3843555,9.34425,16.073893,7.751774,15.843295,21.335417,24.499489,28.359303,10.611315,23.856236,9.036039,8.625544,13.852978,RING FLEXION
23.931568,22.917353,20.597572,5.43829,9.061732,14.223221,6.3655324,10.994317,19.74905,25.55083,19.803284,9.06256,19.89799,6.4811263,6.2916613,12.0391035,RING FLEXION
30.41447,22.472872,11.440935,6.2185206,15.514348,17.8233,7.2477584,29.119667,23.643604,24.412907,19.867939,10.679888,20.53436,7.3518705,14.630277,15.573535,THUMB FLEXION
30.92491,23.825722,12.008955,6.2357836,25.402166,25.180449,13.216467,37.487133,23.945145,23.138605,22.232296,16.247614,32.868145,19.14863,16.47832,25.432558,THUMB FLEXION
28.924297,23.373703,11.985617,5.947268,28.541899,29.373627,13.445259,36.83972,23.666222,20.334454,23.237253,18.261297,39.741035,22.14622,15.137701,26.424988,THUMB FLEXION
26.718159,23.522118,12.459535,5.7493477,29.014221,32.92727,20.046196,39.239075,21.514763,19.923227,22.17848,18.432716,41.97035,31.628706,13.655219,27.3717,THUMB FLEXION
26.914774,24.424475,13.453067,5.417564,26.795336,31.742165,23.041267,40.798958,20.383694,20.016369,18.377432,17.037899,40.411446,36.497192,15.548472,27.091972,THUMB FLEXION
25.306719,21.532185,13.10744,5.1063685,18.328802,28.344313,21.408176,35.28874,17.926378,17.65262,16.577847,12.301829,32.45235,33.425217,12.4982,19.58405,THUMB FLEXION
23.574139,20.183905,13.632682,5.495453,14.171098,25.800001,21.939007,36.115715,17.286411,15.877342,14.584752,9.819368,25.415646,33.700294,12.431814,17.701836,THUMB FLEXION
24.293312,15.042439,12.059021,5.324472,13.766263,24.198864,16.45114,33.44525,15.692195,10.778451,13.859113,9.198914,23.073145,27.451685,10.978388,14.517575,THUMB FLEXION
21.3,13.390481,9.138107,4.387482,13.42777,21.774412,11.573677,29.496017,14.708841,8.640312,11.254333,8.394046,22.865477,20.385288,7.61446,13.056799,THUMB FLEXION
22.989237,16.022171,10.421372,5.2033644,12.760878,19.054527,9.061181,25.84618,18.729656,14.577037,14.80743,8.693963,21.157742,17.665785,6.6022725,12.101033,THUMB FLEXION
24.60183,19.225115,12.250714,6.266179,11.333358,16.425589,6.1314764,19.072231,19.708754,15.801899,16.650826,8.889319,18.901852,12.769299,5.260228,11.408769,THUMB FLEXION
33.608704,35.159138,17.128632,5.6881456,12.664123,18.043697,9.923709,24.34851,23.568306,36.193024,25.37351,9.244458,19.31761,27.319956,14.953762,16.718702,THUMB FLEXION
33.93523,32.354595,16.993528,6.6449227,14.704251,20.856174,11.332034,27.258577,24.924788,34.463894,27.460426,10.525682,21.028908,27.72066,16.959068,16.531637,THUMB FLEXION
36.220505,28.134144,16.928526,7.064347,16.005936,22.908186,10.826588,25.686865,25.853916,30.44454,27.508453,11.311057,20.894735,28.023561,18.363688,15.558599,THUMB FLEXION
36.91138,21.284266,17.691523,8.129883,17.027771,21.533695,12.283322,28.35939,24.642544,26.534977,29.055206,14.362973,16.386885,18.994736,17.253117,15.125971,THUMB FLEXION
36.602253,19.159332,17.98569,8.746142,18.293442,21.94402,13.710398,28.784718,23.372847,17.336811,24.89307,16.785261,12.413501,19.15111,17.250652,15.665567,THUMB FLEXION
37.557888,14.865228,18.303825,9.123322,18.801197,21.48767,13.264992,27.934835,22.726526,10.889674,23.036058,18.56906,10.736386,19.904522,16.736786,16.632648,THUMB FLEXION
36.143463,12.509397,17.541521,9.212763,19.797222,19.842127,12.904456,29.954298,22.042913,9.535198,23.382471,19.490894,10.779379,20.31342,15.608171,16.333096,THUMB FLEXION
33.791195,11.854957,15.770225,8.779806,19.427944,18.840914,11.455785,27.566103,20.278313,8.519977,21.477547,17.437172,9.774457,19.077211,13.673697,15.472395,THUMB FLEXION
36.137585,16.367651,16.139084,9.494999,19.354069,18.962727,9.873449,26.427826,22.101017,12.3268,20.225231,16.221592,16.33386,17.921495,14.970805,15.588137,THUMB FLEXION
38.98506,19.448523,15.938789,10.033942,21.785316,16.307667,8.693676,25.77363,29.835548,22.989454,24.142183,16.669884,16.37773,16.170034,16.668083,19.444408,THUMB FLEXION
37.288403,22.53708,15.95901,9.697165,20.428656,13.402612,7.309925,19.71408,31.085205,25.24995,24.597256,16.148375,16.136139,22.894869,16.484842,19.827127,THUMB FLEXION
34.270103,24.481524,15.285778,9.044888,18.065298,11.484119,5.4635153,17.53468,30.001999,26.299429,23.078453,15.358711,15.807435,22.045067,17.656443,19.332355,THUMB FLEXION
3.5156791,4.234383,2.6410224,2.1805964,1.5459626,1.4560219,1.5362291,2.75318,3.3098338,6.927842,5.4281673,2.513961,1.6155494,1.4899665,2.6000001,5.020458,REST
3.735639,2.8346076,2.2203603,1.7029387,1.336039,1.1853269,1.4933184,3.238827,1.977372,2.310844,3.342903,2.0506096,1.4035668,1.3453624,2.04939,4.6567154,REST
4.039183,2.3611438,2.225983,1.6926311,1.3583078,1.2308533,1.4317821,3.490702,1.9300259,1.7804494,2.4708297,1.812457,1.4071248,1.3619839,1.9196354,2.4889758,REST
4.110353,2.4768932,2.1931713,1.6140013,1.3228756,1.2549901,1.4628739,3.934463,1.8506756,1.7592613,2.4576411,1.7734147,1.4089003,1.3674794,1.9118054,2.280351,REST
4.0981703,2.3420076,2.2594247,1.6613247,1.3133925,1.260952,1.37659,3.720887,1.776232,1.7277153,2.4320774,1.8654758,1.4089003,1.3910427,1.9104973,2.309762,REST
3.9032037,2.3937418,2.1931713,1.5937377,1.317194,1.3038405,1.352775,3.8813658,1.6598192,1.6568041,2.4382372,1.8343936,1.3928388,1.3341664,1.4439529,2.2891045,REST
3.6324923,2.4248712,2.1142373,1.5443445,1.2980754,1.2589679,1.3747727,4.0018744,1.7392527,1.6031219,2.5258663,1.7790446,1.3892444,1.2884098,1.4933184,2.2616365,REST
3.8360136,2.34094,1.9887182,1.5811388,1.3674794,1.2328827,1.339776,3.856164,1.7748239,1.6140013,2.442335,1.6955825,1.3509257,1.2922847,1.4882876,2.1760056,REST
3.7181985,2.3685439,1.8179659,1.5,1.352775,1.2589679,1.3114877,3.879433,1.7262677,1.6031219,2.5816662,1.7146429,1.7902514,1.3076696,1.4983324,2.0748494,REST
3.514968,2.2704625,1.8841443,1.5443445,1.3619839,1.2767146,1.3546218,4.209513,1.7691807,1.6278821,2.626785,1.852026,2.20794,1.36565,1.5066519,2.0796633,REST
3.3896902,2.162175,1.8601075,1.5264337,1.37659,1.2825755,1.339776,4.066325,1.7492856,1.6278821,2.5504901,1.8371173,2.2,1.3874437,1.4662879,2.1095023,REST
3.4329288,2.2461078,1.9672315,1.4983324,1.3546218,1.3266499,1.3266499,3.9217343,1.6941074,1.6748134,2.5288336,1.805547,2.194311,1.4106736,1.5732132,2.116601,REST
3.4612136,2.3075962,1.9570385,1.5427248,1.3247641,1.2786711,1.3247641,3.7980258,1.7204651,1.7029387,2.2572107,1.7146429,1.8574176,1.4071248,1.5921683,2.0760539,REST
3.4300146,2.2649503,1.9131126,1.4983324,1.3820275,1.3114877,1.266886,3.3734255,1.6837459,1.7535678,2.04939,1.5066519,1.3209845,1.3946326,1.6217275,2.02608,REST
3.4249086,3.408812,1.8881208,1.5083103,1.4265343,1.339776,1.2786711,3.753665,1.6955825,1.9091883,1.9364917,1.496663,1.3000001,1.4017845,1.6217275,2.0481699,REST
3.0463092,3.3294144,1.7349352,1.4815532,1.3982131,1.3076696,1.3114877,3.9452503,1.7277153,1.9,1.8694919,1.524795,1.3152946,1.356466,1.5116217,1.9962465,REST
2.9941611,3.2802439,1.7478559,1.4456832,1.459452,1.3304135,1.3057564,3.985599,1.7334936,1.9052559,1.7592613,1.471394,1.2922847,1.3038405,1.5475787,2.0012496,REST
3.0413814,5.124939,2.8044608,1.6867127,1.5182227,1.3435029,1.3490738,3.8878014,2.532785,3.4409301,2.3685439,1.596872,1.2708265,1.3416407,1.4983324,1.9326148,REST
4.56618,8.333967,4.6551046,2.3119256,1.7349352,1.4491377,1.454304,4.4384685,3.920459,5.3809853,5.4949975,2.1587033,1.4177446,1.4832398,1.6431677,3.4561539,REST
6.2924557,8.666891,5.4671745,3.274141,2.1575449,1.8654758,1.5732132,4.6103144,5.301415,5.5928526,5.987487,2.4041631,1.56205,1.4849242,1.7204651,4.0459857,REST
6.2849026,8.8439245,6.7312703,4.838905,2.4939928,2.0062404,1.6370705,7.1505246,5.640922,5.7649803,6.7764297,2.7495453,1.7248188,1.5231546,1.9131126,4.181507,REST
6.288084,8.037413,6.8898478,4.814042,2.4576411,1.979899,1.7363756,9.574184,5.5825624,5.3935146,8.341463,3.1,1.7958285,1.6568041,2.34094,4.621688,REST
5.2626038,3.9749215,5.9485292,4.5464272,2.2737634,1.8947295,1.6522712,9.682716,4.732864,3.764306,7.1116104,2.8879058,1.6955825,1.5182227,2.4596748,3.778227,REST
3.2054641,3.3052988,5.4886246,3.937639,1.8854707,1.4798648,1.6926311,10.890821,3.1168895,4.2608685,7.2356753,2.7730849,1.5475787,1.5443445,2.5149553,3.2148094,REST
3.4785054,2.9478805,4.192851,1.7378147,1.3638182,1.3416407,1.6613247,9.941076,2.4300206,4.5005555,8.027453,2.6124701,1.454304,1.5329709,2.406242,3.0463092,REST
3.9357338,2.866182,3.6571846,1.8275666,1.336039,1.3674794,1.6155494,8.458427,1.805547,4.397158,7.1389775,2.2825425,1.4035668,1.4106736,2.1035686,2.4667792,REST
4.155117,2.836371,3.6769552,1.8493242,1.3546218,1.37659,1.6643317,7.9592714,1.7291616,4.3226147,7.5186434,2.316247,1.423025,1.4560219,1.8681542,2.192031,REST
4.5617976,2.9444864,3.7396524,1.9052559,1.3946326,1.419507,1.6031219,6.6704574,1.6807736,3.8078866,7.8112097,2.4586582,1.4439529,1.4916433,1.7720045,2.1177819,REST
4.4553337,2.8731515,3.640055,1.9937402,1.4159802,1.3601471,1.7058722,6.594695,1.7334936,3.5721142,6.968859,2.6182055,1.4177446,1.5280707,1.7449929,2.0506096,REST
4.1231055,2.6916537,3.5213633,1.8774984,1.4422204,1.3820275,1.6822604,5.7636795,1.7464249,3.1898277,6.342318,2.6542418,1.430035,1.4474115,1.6763054,1.9937402,REST
3.8807216,2.6683328,3.4102786,1.9723083,1.4456832,1.3784049,1.5874507,6.002916,1.7088008,3.1216981,5.6581798,2.5622256,1.421267,1.3892444,1.6324828,1.8708287,REST
4.120073,2.5865035,3.3451457,1.9104973,1.405347,1.3910427,1.5378556,5.71533,1.7117243,3.3346665,6.046073,2.4768932,1.4456832,1.3838352,1.6140013,1.8152136,REST
3.971146,2.5700195,3.1614869,1.9248376,1.4017845,1.3982131,1.37659,5.134199,1.6926311,3.994371,6.2996035,2.4617066,1.4747881,1.3379087,1.5811388,1.8654758,REST
